"obs.plot.id","height.m","coord.x","coord.y"
1,6.90700006484985,404929,168411
1,6.26300001144409,404930,168411
1,0.806999981403351,404931,168411
1,0.0949999988079071,404932,168411
1,0,404933,168411
1,0,404934,168411
1,0,404935,168411
1,14.5500001907349,404910,168410
1,14.8280000686646,404911,168410
1,11.9799995422363,404912,168410
1,8.55000019073486,404913,168410
1,4.75799989700317,404914,168410
1,1.03999996185303,404915,168410
1,1.78699994087219,404916,168410
1,1.54499995708466,404917,168410
1,2.29500007629395,404918,168410
1,7.45499992370605,404919,168410
1,12.1319999694824,404920,168410
1,16.69700050354,404921,168410
1,15.5450000762939,404922,168410
1,11.6199998855591,404923,168410
1,6.69500017166138,404924,168410
1,5.99700021743774,404925,168410
1,9.72799968719482,404926,168410
1,13.5150003433228,404927,168410
1,13.0979995727539,404928,168410
1,11.3299999237061,404929,168410
1,6.89499998092651,404930,168410
1,2.93199992179871,404931,168410
1,1.27999997138977,404932,168410
1,0.00999999977648258,404933,168410
1,0,404934,168410
1,0,404935,168410
1,0,404936,168410
1,2.15000009536743,404937,168410
1,7.66200017929077,404909,168409
1,13.4449996948242,404910,168409
1,13.2229995727539,404911,168409
1,12.3730001449585,404912,168409
1,9.61999988555908,404913,168409
1,5.5,404914,168409
1,1.47000002861023,404915,168409
1,2.27500009536743,404916,168409
1,3.68499994277954,404917,168409
1,3.3199999332428,404918,168409
1,5.68200016021729,404919,168409
1,9.13500022888184,404920,168409
1,13.0150003433228,404921,168409
1,12.0419998168945,404922,168409
1,8.11999988555908,404923,168409
1,6.99300003051758,404924,168409
1,5.88199996948242,404925,168409
1,11.2700004577637,404926,168409
1,16.3770008087158,404927,168409
1,17.5249996185303,404928,168409
1,15.0649995803833,404929,168409
1,9.57499980926514,404930,168409
1,7.08199977874756,404931,168409
1,2.16000008583069,404932,168409
1,0,404933,168409
1,0,404934,168409
1,0.0120000001043081,404935,168409
1,0.922999978065491,404936,168409
1,4.94999980926514,404937,168409
1,6.75699996948242,404938,168409
1,3.42199993133545,404908,168408
1,7.37200021743774,404909,168408
1,11.0830001831055,404910,168408
1,12.6879997253418,404911,168408
1,12.1899995803833,404912,168408
1,9.96300029754639,404913,168408
1,6.66499996185303,404914,168408
1,3.96799993515015,404915,168408
1,8.59500026702881,404916,168408
1,4.43499994277954,404917,168408
1,5.61199998855591,404918,168408
1,3.52500009536743,404919,168408
1,5.61499977111816,404920,168408
1,7.11499977111816,404921,168408
1,8.70499992370605,404922,168408
1,4.61299991607666,404923,168408
1,5.23299980163574,404924,168408
1,5.61499977111816,404925,168408
1,9.58300018310547,404926,168408
1,17.3470001220703,404927,168408
1,16.9300003051758,404928,168408
1,14.8280000686646,404929,168408
1,11.3050003051758,404930,168408
1,4.86800003051758,404931,168408
1,2.33500003814697,404932,168408
1,0.0970000028610229,404933,168408
1,0,404934,168408
1,0.197999998927116,404935,168408
1,2.36500000953674,404936,168408
1,7.90999984741211,404937,168408
1,9.80500030517578,404938,168408
1,7.70300006866455,404939,168408
1,0.953000009059906,404908,168407
1,4.22200012207031,404909,168407
1,5.66699981689453,404910,168407
1,12.2770004272461,404911,168407
1,13.9729995727539,404912,168407
1,11.5880002975464,404913,168407
1,7.5770001411438,404914,168407
1,4.28700017929077,404915,168407
1,9.6850004196167,404916,168407
1,7.1230001449585,404917,168407
1,6.73000001907349,404918,168407
1,1.02499997615814,404919,168407
1,0.964999973773956,404920,168407
1,1.57299995422363,404921,168407
1,2.99499988555908,404922,168407
1,0.467999994754791,404923,168407
1,0.493000000715256,404924,168407
1,3.08500003814697,404925,168407
1,10.1800003051758,404926,168407
1,15.8900003433228,404927,168407
1,15.6420001983643,404928,168407
1,13.710000038147,404929,168407
1,9.42000007629395,404930,168407
1,3.94000005722046,404931,168407
1,0.400000005960464,404932,168407
1,0,404933,168407
1,0.144999995827675,404934,168407
1,1.30200004577637,404935,168407
1,5.29500007629395,404936,168407
1,9.01500034332275,404937,168407
1,10.3520002365112,404938,168407
1,10.7349996566772,404939,168407
1,1.5900000333786,404907,168406
1,1.08500003814697,404908,168406
1,2.90000009536743,404909,168406
1,7.77500009536743,404910,168406
1,12.6549997329712,404911,168406
1,14.2569999694824,404912,168406
1,12.2349996566772,404913,168406
1,9.57800006866455,404914,168406
1,7.88000011444092,404915,168406
1,11.125,404916,168406
1,11.5799999237061,404917,168406
1,10.0299997329712,404918,168406
1,3.52500009536743,404919,168406
1,0.465000003576279,404920,168406
1,0.155000001192093,404921,168406
1,0.662000000476837,404922,168406
1,0.00499999988824129,404923,168406
1,2.35500001907349,404924,168406
1,3.18499994277954,404925,168406
1,9.52499961853027,404926,168406
1,11.6450004577637,404927,168406
1,13.1079998016357,404928,168406
1,12.3579998016357,404929,168406
1,7.34499979019165,404930,168406
1,0.730000019073486,404931,168406
1,0.00700000021606684,404932,168406
1,0.0020000000949949,404933,168406
1,0,404934,168406
1,0.272000014781952,404935,168406
1,4.98000001907349,404936,168406
1,8.19299983978271,404937,168406
1,9.52700042724609,404938,168406
1,9.5319995880127,404939,168406
1,8.17300033569336,404940,168406
1,5.52699995040894,404906,168405
1,4.33799982070923,404907,168405
1,1.13199996948242,404908,168405
1,2.52500009536743,404909,168405
1,6.85799980163574,404910,168405
1,10.2399997711182,404911,168405
1,13.2650003433228,404912,168405
1,13.5679998397827,404913,168405
1,13.3920001983643,404914,168405
1,9.03999996185303,404915,168405
1,14.3229999542236,404916,168405
1,14.9320001602173,404917,168405
1,11.8920001983643,404918,168405
1,6.86299991607666,404919,168405
1,1.37699997425079,404920,168405
1,1.04299998283386,404921,168405
1,1.06200003623962,404922,168405
1,1.22300004959106,404923,168405
1,6.75500011444092,404924,168405
1,8.9350004196167,404925,168405
1,9.88199996948242,404926,168405
1,9.39799976348877,404927,168405
1,10.7150001525879,404928,168405
1,10.2580003738403,404929,168405
1,5.8899998664856,404930,168405
1,1.96700000762939,404931,168405
1,1.04299998283386,404932,168405
1,0.133000001311302,404933,168405
1,0,404934,168405
1,0.0549999997019768,404935,168405
1,2.38700008392334,404936,168405
1,4.32000017166138,404937,168405
1,8.34700012207031,404938,168405
1,7.17000007629395,404939,168405
1,3.65499997138977,404940,168405
1,2.07299995422363,404941,168405
1,11.3149995803833,404906,168404
1,8.16199970245361,404907,168404
1,2.64499998092651,404908,168404
1,1.09800004959106,404909,168404
1,1.84200000762939,404910,168404
1,9.8120002746582,404911,168404
1,13.4119997024536,404912,168404
1,15.25,404913,168404
1,13.4630002975464,404914,168404
1,10.375,404915,168404
1,12.6999998092651,404916,168404
1,14.7749996185303,404917,168404
1,12.5950002670288,404918,168404
1,8.3120002746582,404919,168404
1,4.87799978256226,404920,168404
1,5.55000019073486,404921,168404
1,5.31799983978271,404922,168404
1,5,404923,168404
1,9.6850004196167,404924,168404
1,11.6479997634888,404925,168404
1,9.57999992370605,404926,168404
1,5.58300018310547,404927,168404
1,7.57000017166138,404928,168404
1,7.28499984741211,404929,168404
1,6.49499988555908,404930,168404
1,7.35500001907349,404931,168404
1,4.69299983978271,404932,168404
1,1.85300004482269,404933,168404
1,2.07299995422363,404934,168404
1,0.975000023841858,404935,168404
1,0.165000006556511,404936,168404
1,0.85699999332428,404937,168404
1,3.88499999046326,404938,168404
1,1.17499995231628,404939,168404
1,0.237000003457069,404940,168404
1,0,404941,168404
1,10.8420000076294,404906,168403
1,9.98499965667725,404907,168403
1,5.22200012207031,404908,168403
1,4.34299993515015,404909,168403
1,4.01999998092651,404910,168403
1,7.26800012588501,404911,168403
1,10.8800001144409,404912,168403
1,12.6999998092651,404913,168403
1,9.30000019073486,404914,168403
1,7.79699993133545,404915,168403
1,9.30200004577637,404916,168403
1,12.0930004119873,404917,168403
1,9.80500030517578,404918,168403
1,6.31500005722046,404919,168403
1,7.61999988555908,404920,168403
1,11.460000038147,404921,168403
1,10.335000038147,404922,168403
1,8.71500015258789,404923,168403
1,11.3319997787476,404924,168403
1,10.9720001220703,404925,168403
1,10.7299995422363,404926,168403
1,8.82999992370605,404927,168403
1,4.46500015258789,404928,168403
1,2.5,404929,168403
1,6.96799993515015,404930,168403
1,10.6770000457764,404931,168403
1,9.50800037384033,404932,168403
1,8.8430004119873,404933,168403
1,6.66699981689453,404934,168403
1,3.64000010490417,404935,168403
1,0.372999995946884,404936,168403
1,0,404937,168403
1,0,404938,168403
1,0,404939,168403
1,0.0920000001788139,404940,168403
1,0.0599999986588955,404941,168403
1,14.6370000839233,404905,168402
1,12.710000038147,404906,168402
1,9.48499965667725,404907,168402
1,7.72800016403198,404908,168402
1,8.72200012207031,404909,168402
1,7.32499980926514,404910,168402
1,8.89999961853027,404911,168402
1,6.49300003051758,404912,168402
1,7.48999977111816,404913,168402
1,8.04699993133545,404914,168402
1,3.38700008392334,404915,168402
1,4.42700004577637,404916,168402
1,6.23999977111816,404917,168402
1,5.09999990463257,404918,168402
1,2.84500002861023,404919,168402
1,5.05499982833862,404920,168402
1,12.2530002593994,404921,168402
1,11.4799995422363,404922,168402
1,9.05000019073486,404923,168402
1,8.29800033569336,404924,168402
1,10.2880001068115,404925,168402
1,12.6529998779297,404926,168402
1,11.1549997329712,404927,168402
1,7.92500019073486,404928,168402
1,3.19300007820129,404929,168402
1,5.99499988555908,404930,168402
1,10.6070003509521,404931,168402
1,13.0880002975464,404932,168402
1,12.3050003051758,404933,168402
1,9.53499984741211,404934,168402
1,4.97700023651123,404935,168402
1,0.615000009536743,404936,168402
1,0,404937,168402
1,0,404938,168402
1,0,404939,168402
1,0,404940,168402
1,0.0320000015199184,404941,168402
1,0.0450000017881393,404942,168402
1,12.8520002365112,404905,168401
1,10.0530004501343,404906,168401
1,7.81500005722046,404907,168401
1,5.32999992370605,404908,168401
1,9.9379997253418,404909,168401
1,11.1949996948242,404910,168401
1,5.8730001449585,404911,168401
1,4.375,404912,168401
1,0.939999997615814,404913,168401
1,0.535000026226044,404914,168401
1,0.272000014781952,404915,168401
1,2.56500005722046,404916,168401
1,4.59000015258789,404917,168401
1,5.7350001335144,404918,168401
1,3.34800004959106,404919,168401
1,6.80200004577637,404920,168401
1,9.1230001449585,404921,168401
1,8.56999969482422,404922,168401
1,5.20499992370605,404923,168401
1,5.74499988555908,404924,168401
1,10.4729995727539,404925,168401
1,14.0729999542236,404926,168401
1,13.1420001983643,404927,168401
1,9.59000015258789,404928,168401
1,4.28800010681152,404929,168401
1,5.78499984741211,404930,168401
1,10.6000003814697,404931,168401
1,13.0050001144409,404932,168401
1,12.2299995422363,404933,168401
1,8.89500045776367,404934,168401
1,4.31500005722046,404935,168401
1,0.632000029087067,404936,168401
1,0.0020000000949949,404937,168401
1,0,404938,168401
1,0,404939,168401
1,0,404940,168401
1,0,404941,168401
1,0.0949999988079071,404942,168401
1,10.9479999542236,404905,168400
1,9.74499988555908,404906,168400
1,6,404907,168400
1,9.92800045013428,404908,168400
1,11.9899997711182,404909,168400
1,10.6750001907349,404910,168400
1,5.04699993133545,404911,168400
1,0.324999988079071,404912,168400
1,0.131999999284744,404913,168400
1,0.122000001370907,404914,168400
1,0.150000005960464,404915,168400
1,0.889999985694885,404916,168400
1,4.50799989700317,404917,168400
1,7.59000015258789,404918,168400
1,4.80700016021729,404919,168400
1,4.56500005722046,404920,168400
1,6.56500005722046,404921,168400
1,5.4980001449585,404922,168400
1,3.03500008583069,404923,168400
1,5.27199983596802,404924,168400
1,10.0319995880127,404925,168400
1,14.0950002670288,404926,168400
1,11.8179998397827,404927,168400
1,8.75,404928,168400
1,3.63499999046326,404929,168400
1,4.83799982070923,404930,168400
1,7.40500020980835,404931,168400
1,12.1879997253418,404932,168400
1,11.0620002746582,404933,168400
1,7.54500007629395,404934,168400
1,2.96199989318848,404935,168400
1,0.280000001192093,404936,168400
1,0.545000016689301,404937,168400
1,0.405000001192093,404938,168400
1,0,404939,168400
1,0,404940,168400
1,0,404941,168400
1,0.0780000016093254,404942,168400
1,7.63299989700317,404904,168399
1,8.93299961090088,404905,168399
1,7.27199983596802,404906,168399
1,6.31799983978271,404907,168399
1,13.2569999694824,404908,168399
1,12.1120004653931,404909,168399
1,8.13700008392334,404910,168399
1,4.9850001335144,404911,168399
1,3.29500007629395,404912,168399
1,0.818000018596649,404913,168399
1,0.28999999165535,404914,168399
1,0.330000013113022,404915,168399
1,4.13199996948242,404916,168399
1,6.35699987411499,404917,168399
1,9.11499977111816,404918,168399
1,7.05999994277954,404919,168399
1,3.0220000743866,404920,168399
1,3.17499995231628,404921,168399
1,5.03000020980835,404922,168399
1,2.53999996185303,404923,168399
1,3.70799994468689,404924,168399
1,8.4350004196167,404925,168399
1,11.4750003814697,404926,168399
1,7.92999982833862,404927,168399
1,7.36299991607666,404928,168399
1,6.46000003814697,404929,168399
1,7.01300001144409,404930,168399
1,11.3669996261597,404931,168399
1,13.8149995803833,404932,168399
1,12.2399997711182,404933,168399
1,8.94299983978271,404934,168399
1,2.41700005531311,404935,168399
1,2.01200008392334,404936,168399
1,1.7849999666214,404937,168399
1,1.59800004959106,404938,168399
1,0.592999994754791,404939,168399
1,0,404940,168399
1,0,404941,168399
1,0.0299999993294477,404942,168399
1,0.0299999993294477,404943,168399
1,4.18800020217896,404904,168398
1,6.83300018310547,404905,168398
1,8.13500022888184,404906,168398
1,10.7049999237061,404907,168398
1,12.9849996566772,404908,168398
1,10.9580001831055,404909,168398
1,8.07299995422363,404910,168398
1,7.71500015258789,404911,168398
1,7.45800018310547,404912,168398
1,4.42500019073486,404913,168398
1,1.14199995994568,404914,168398
1,0.409999996423721,404915,168398
1,3.55200004577637,404916,168398
1,4.26999998092651,404917,168398
1,5.22300004959106,404918,168398
1,5.30200004577637,404919,168398
1,0.850000023841858,404920,168398
1,2.62700009346008,404921,168398
1,5.90700006484985,404922,168398
1,3.54699993133545,404923,168398
1,0.791999995708466,404924,168398
1,1.50999999046326,404925,168398
1,5.97300004959106,404926,168398
1,5.67000007629395,404927,168398
1,8.75,404928,168398
1,9.10700035095215,404929,168398
1,10.4200000762939,404930,168398
1,11.0220003128052,404931,168398
1,13.7349996566772,404932,168398
1,12.6949996948242,404933,168398
1,6.90999984741211,404934,168398
1,9.18200016021729,404935,168398
1,6.47499990463257,404936,168398
1,3.41000008583069,404937,168398
1,1.79200005531311,404938,168398
1,0.177000001072884,404939,168398
1,0,404940,168398
1,0,404941,168398
1,0,404942,168398
1,0,404943,168398
1,1.00300002098083,404904,168397
1,4.86499977111816,404905,168397
1,5.10300016403198,404906,168397
1,5.5149998664856,404907,168397
1,9.04199981689453,404908,168397
1,8.69499969482422,404909,168397
1,3.90700006484985,404910,168397
1,6.33300018310547,404911,168397
1,7.19999980926514,404912,168397
1,4.49300003051758,404913,168397
1,1.22500002384186,404914,168397
1,0.123000003397465,404915,168397
1,0.479999989271164,404916,168397
1,0.578000009059906,404917,168397
1,1.21300005912781,404918,168397
1,3.15199995040894,404919,168397
1,4.03000020980835,404920,168397
1,4.38700008392334,404921,168397
1,6.81199979782104,404922,168397
1,5.28000020980835,404923,168397
1,0.698000013828278,404924,168397
1,1.27999997138977,404925,168397
1,5.67999982833862,404926,168397
1,8.69999980926514,404927,168397
1,10.0950002670288,404928,168397
1,13.7030000686646,404929,168397
1,11.0970001220703,404930,168397
1,10.0200004577637,404931,168397
1,10.9099998474121,404932,168397
1,7.6399998664856,404933,168397
1,3.84200000762939,404934,168397
1,9.98200035095215,404935,168397
1,8.78299999237061,404936,168397
1,6.28999996185303,404937,168397
1,1.47500002384186,404938,168397
1,0.0350000001490116,404939,168397
1,0,404940,168397
1,0,404941,168397
1,0.0750000029802322,404942,168397
1,0.375,404943,168397
1,2.51300001144409,404904,168396
1,3.43199992179871,404905,168396
1,5.16699981689453,404906,168396
1,7.56500005722046,404907,168396
1,6.82800006866455,404908,168396
1,5.63500022888184,404909,168396
1,2.85500001907349,404910,168396
1,3.66300010681152,404911,168396
1,3.64199995994568,404912,168396
1,2.01999998092651,404913,168396
1,0.805000007152557,404914,168396
1,0.167999997735023,404915,168396
1,0.116999998688698,404916,168396
1,0,404917,168396
1,1.26499998569489,404918,168396
1,6.1399998664856,404919,168396
1,8.41800022125244,404920,168396
1,7.2480001449585,404921,168396
1,4.76999998092651,404922,168396
1,2.66300010681152,404923,168396
1,0.977999985218048,404924,168396
1,2.32500004768372,404925,168396
1,7.88700008392334,404926,168396
1,12.5150003433228,404927,168396
1,12.7180004119873,404928,168396
1,10.2729997634888,404929,168396
1,9.85000038146973,404930,168396
1,9.53999996185303,404931,168396
1,10.8149995803833,404932,168396
1,7.42500019073486,404933,168396
1,7.625,404934,168396
1,12.6800003051758,404935,168396
1,11.3380002975464,404936,168396
1,6.875,404937,168396
1,1.41199994087219,404938,168396
1,0,404939,168396
1,0,404940,168396
1,0.167999997735023,404941,168396
1,1.19799995422363,404942,168396
1,3.32999992370605,404943,168396
1,5.71999979019165,404904,168395
1,2.77500009536743,404905,168395
1,4.07800006866455,404906,168395
1,4.47499990463257,404907,168395
1,2.31500005722046,404908,168395
1,2.03999996185303,404909,168395
1,1.38499999046326,404910,168395
1,0.647000014781952,404911,168395
1,0.990000009536743,404912,168395
1,1.0349999666214,404913,168395
1,0.629999995231628,404914,168395
1,0.135000005364418,404915,168395
1,0,404916,168395
1,0.025000000372529,404917,168395
1,2.50500011444092,404918,168395
1,7.95499992370605,404919,168395
1,10.8599996566772,404920,168395
1,8.65200042724609,404921,168395
1,4.31500005722046,404922,168395
1,0.514999985694885,404923,168395
1,0.485000014305115,404924,168395
1,2.36999988555908,404925,168395
1,7.8730001449585,404926,168395
1,12.5179996490479,404927,168395
1,13.8100004196167,404928,168395
1,8.35499954223633,404929,168395
1,10.6850004196167,404930,168395
1,10.9479999542236,404931,168395
1,10.8280000686646,404932,168395
1,7.02699995040894,404933,168395
1,7.98999977111816,404934,168395
1,13.7349996566772,404935,168395
1,12.7049999237061,404936,168395
1,5.8769998550415,404937,168395
1,0.824999988079071,404938,168395
1,0,404939,168395
1,0,404940,168395
1,1.1599999666214,404941,168395
1,4.44000005722046,404942,168395
1,7.42500019073486,404943,168395
1,7.40700006484985,404904,168394
1,3.73799991607666,404905,168394
1,0.967000007629395,404906,168394
1,1.18799996376038,404907,168394
1,0.151999995112419,404908,168394
1,0.247999995946884,404909,168394
1,0.551999986171722,404910,168394
1,0.772000014781952,404911,168394
1,0.676999986171722,404912,168394
1,1.02999997138977,404913,168394
1,0.330000013113022,404914,168394
1,0.0700000002980232,404915,168394
1,0.170000001788139,404916,168394
1,0.103000000119209,404917,168394
1,2.25300002098083,404918,168394
1,4.74499988555908,404919,168394
1,8.93200016021729,404920,168394
1,7.28200006484985,404921,168394
1,3.89199995994568,404922,168394
1,0.379999995231628,404923,168394
1,0.358000010251999,404924,168394
1,1.89699995517731,404925,168394
1,7.28000020980835,404926,168394
1,9.78699970245361,404927,168394
1,11.0600004196167,404928,168394
1,9.4370002746582,404929,168394
1,10.5679998397827,404930,168394
1,10.6599998474121,404931,168394
1,7.99700021743774,404932,168394
1,1.74800002574921,404933,168394
1,5.81500005722046,404934,168394
1,9.39000034332275,404935,168394
1,8.55700016021729,404936,168394
1,3.99499988555908,404937,168394
1,0.745000004768372,404938,168394
1,0,404939,168394
1,0,404940,168394
1,1.24000000953674,404941,168394
1,5.78700017929077,404942,168394
1,8.60499954223633,404943,168394
1,7.15000009536743,404904,168393
1,2.98300004005432,404905,168393
1,0.703000009059906,404906,168393
1,0.217999994754791,404907,168393
1,0.232999995350838,404908,168393
1,0.28999999165535,404909,168393
1,2.00999999046326,404910,168393
1,2.08999991416931,404911,168393
1,0.144999995827675,404912,168393
1,0.323000013828278,404913,168393
1,0.0370000004768372,404914,168393
1,0.140000000596046,404915,168393
1,0.133000001311302,404916,168393
1,0.0799999982118607,404917,168393
1,0.857999980449677,404918,168393
1,2.69300007820129,404919,168393
1,2.98300004005432,404920,168393
1,2.76500010490417,404921,168393
1,1.77799999713898,404922,168393
1,0.0599999986588955,404923,168393
1,0.0750000029802322,404924,168393
1,0.469999998807907,404925,168393
1,1.82299995422363,404926,168393
1,5.74300003051758,404927,168393
1,8.8149995803833,404928,168393
1,7.4980001449585,404929,168393
1,8.80200004577637,404930,168393
1,9.52999973297119,404931,168393
1,5.21000003814697,404932,168393
1,1.0900000333786,404933,168393
1,2.03699994087219,404934,168393
1,3.63000011444092,404935,168393
1,4.31500005722046,404936,168393
1,1.47500002384186,404937,168393
1,0.118000000715256,404938,168393
1,0.193000003695488,404939,168393
1,0.492000013589859,404940,168393
1,1.52999997138977,404941,168393
1,5.34800004959106,404942,168393
1,7.57999992370605,404943,168393
1,7.88500022888184,404904,168392
1,5.21999979019165,404905,168392
1,3.52500009536743,404906,168392
1,0.865000009536743,404907,168392
1,1.59800004959106,404908,168392
1,1.57799994945526,404909,168392
1,2.99300003051758,404910,168392
1,3.23200011253357,404911,168392
1,1.23699998855591,404912,168392
1,0.266999989748001,404913,168392
1,0.296999990940094,404914,168392
1,0.280000001192093,404915,168392
1,0.200000002980232,404916,168392
1,0.0500000007450581,404917,168392
1,0.146999999880791,404918,168392
1,0.504999995231628,404919,168392
1,0.0930000022053719,404920,168392
1,0.136999994516373,404921,168392
1,0.144999995827675,404922,168392
1,0.00999999977648258,404923,168392
1,0.0270000007003546,404924,168392
1,0.0469999983906746,404925,168392
1,1.17200005054474,404926,168392
1,5.55700016021729,404927,168392
1,8.93200016021729,404928,168392
1,9,404929,168392
1,8.74499988555908,404930,168392
1,10.4379997253418,404931,168392
1,7.80800008773804,404932,168392
1,2.07299995422363,404933,168392
1,0.381999999284744,404934,168392
1,0.367000013589859,404935,168392
1,0.384999990463257,404936,168392
1,0.0570000000298023,404937,168392
1,0.0700000002980232,404938,168392
1,2.95300006866455,404939,168392
1,4.9850001335144,404940,168392
1,4.67199993133545,404941,168392
1,6.72800016403198,404942,168392
1,9.1850004196167,404943,168392
1,12.5100002288818,404904,168391
1,7.08799982070923,404905,168391
1,5.04199981689453,404906,168391
1,3.92000007629395,404907,168391
1,4.71500015258789,404908,168391
1,2.55699992179871,404909,168391
1,2.6949999332428,404910,168391
1,1.95299994945526,404911,168391
1,0.556999981403351,404912,168391
1,0.959999978542328,404913,168391
1,1.46000003814697,404914,168391
1,0.980000019073486,404915,168391
1,0.556999981403351,404916,168391
1,0.128000006079674,404917,168391
1,0.155000001192093,404918,168391
1,0.140000000596046,404919,168391
1,0.157000005245209,404920,168391
1,0.0350000001490116,404921,168391
1,0.204999998211861,404922,168391
1,0.0370000004768372,404923,168391
1,0,404924,168391
1,0,404925,168391
1,1.82000005245209,404926,168391
1,7.92199993133545,404927,168391
1,10.9849996566772,404928,168391
1,11.3229999542236,404929,168391
1,9.84000015258789,404930,168391
1,7.71000003814697,404931,168391
1,4.20800018310547,404932,168391
1,0.625,404933,168391
1,0.119999997317791,404934,168391
1,0.150000005960464,404935,168391
1,0.0820000022649765,404936,168391
1,0.00499999988824129,404937,168391
1,0.312000006437302,404938,168391
1,3.94799995422363,404939,168391
1,7.71999979019165,404940,168391
1,7.64499998092651,404941,168391
1,7.06500005722046,404942,168391
1,9.47200012207031,404943,168391
1,9.24699974060059,404905,168390
1,9.37800025939941,404906,168390
1,8.77700042724609,404907,168390
1,4.86499977111816,404908,168390
1,3.99499988555908,404909,168390
1,4.67199993133545,404910,168390
1,1.61000001430511,404911,168390
1,0.878000020980835,404912,168390
1,2.375,404913,168390
1,4.79199981689453,404914,168390
1,2.49699997901917,404915,168390
1,0.474999994039536,404916,168390
1,0.26800000667572,404917,168390
1,0.162000000476837,404918,168390
1,0.284999996423721,404919,168390
1,0.367000013589859,404920,168390
1,0.259999990463257,404921,168390
1,0.0769999995827675,404922,168390
1,0.025000000372529,404923,168390
1,0.157000005245209,404924,168390
1,0.560000002384186,404925,168390
1,2.24000000953674,404926,168390
1,5.41200017929077,404927,168390
1,10.6669998168945,404928,168390
1,10.335000038147,404929,168390
1,7.23999977111816,404930,168390
1,4.18499994277954,404931,168390
1,2.63199996948242,404932,168390
1,0.301999986171722,404933,168390
1,0.270000010728836,404934,168390
1,0.612999975681305,404935,168390
1,0.625,404936,168390
1,0.245000004768372,404937,168390
1,0.232999995350838,404938,168390
1,1.93499994277954,404939,168390
1,6.85500001907349,404940,168390
1,6.91200017929077,404941,168390
1,6.08300018310547,404942,168390
1,12.3120002746582,404905,168389
1,14.3680000305176,404906,168389
1,12.7080001831055,404907,168389
1,6.25299978256226,404908,168389
1,6.97499990463257,404909,168389
1,7.69299983978271,404910,168389
1,3.58999991416931,404911,168389
1,2.27999997138977,404912,168389
1,2.21499991416931,404913,168389
1,5.48999977111816,404914,168389
1,1.80200004577637,404915,168389
1,0.131999999284744,404916,168389
1,0.123000003397465,404917,168389
1,0.0599999986588955,404918,168389
1,0.140000000596046,404919,168389
1,0.328000009059906,404920,168389
1,0.259999990463257,404921,168389
1,0.118000000715256,404922,168389
1,0.157000005245209,404923,168389
1,2.56500005722046,404924,168389
1,3.46000003814697,404925,168389
1,6.25799989700317,404926,168389
1,7.34000015258789,404927,168389
1,8.76700019836426,404928,168389
1,7.88299989700317,404929,168389
1,4.34000015258789,404930,168389
1,3.40300011634827,404931,168389
1,1,404932,168389
1,0.33500000834465,404933,168389
1,0.884999990463257,404934,168389
1,3.46000003814697,404935,168389
1,4.875,404936,168389
